title,"'burbs, The (1989)",(500) Days of Summer (2009),*batteries not included (1987),10 Cloverfield Lane (2016),10 Things I Hate About You (1999),"10,000 BC (2008)",101 Dalmatians (1996),101 Dalmatians (One Hundred and One Dalmatians) (1961),102 Dalmatians (2000),12 Angry Men (1957),12 Years a Slave (2013),127 Hours (2010),13 Going on 30 (2004),13 Hours (2016),"13th Warrior, The (1999)",1408 (2007),15 Minutes (2001),16 Blocks (2006),17 Again (2009),1984 (Nineteen Eighty-Four) (1984),2 Days in the Valley (1996),"2 Fast 2 Furious (Fast and the Furious 2, The) (2003)",20 Dates (1998),"20,000 Leagues Under the Sea (1954)",200 Cigarettes (1999),2001: A Space Odyssey (1968),2010: The Year We Make Contact (1984),2012 (2009),2046 (2004),21 (2008),21 Grams (2003),21 Jump Street (2012),22 Jump Street (2014),24 Hour Party People (2002),25th Hour (2002),27 Dresses (2008),28 Days (2000),28 Days Later (2002),28 Weeks Later (2007),3 Ninjas (1992),30 Days of Night (2007),30 Minutes or Less (2011),300 (2007),3000 Miles to Graceland (2001),"39 Steps, The (1935)",3:10 to Yuma (2007),40 Days and 40 Nights (2002),"40-Year-Old Virgin, The (2005)","400 Blows, The (Les quatre cents coups) (1959)",47 Ronin (2013),48 Hrs. (1982),50 First Dates (2004),50/50 (2011),54 (1998),"6th Day, The (2000)","7th Voyage of Sinbad, The (1958)",8 1/2 (8½) (1963),8 Mile (2002),8MM (1999),9 (2009),9 1/2 Weeks (Nine 1/2 Weeks) (1986),A Million Ways to Die in the West (2014),"A-Team, The (2010)",A.I. Artificial Intelligence (2001),AVP: Alien vs. Predator (2004),AVPR: Aliens vs. Predator - Requiem (2007),About Last Night... (1986),About Schmidt (2002),About Time (2013),About a Boy (2002),Abraham Lincoln: Vampire Hunter (2012),"Absent-Minded Professor, The (1961)",Absolute Power (1997),"Abyss, The (1989)",Accepted (2006),"Accidental Tourist, The (1988)","Accused, The (1988)",Ace Ventura: Pet Detective (1994),Ace Ventura: When Nature Calls (1995),Across the Universe (2007),Adaptation (2002),Addams Family Values (1993),"Addams Family, The (1991)",Addicted to Love (1997),"Adjustment Bureau, The (2011)",Adventureland (2009),Adventures in Babysitting (1987),"Adventures of Baron Munchausen, The (1988)","Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)","Adventures of Milo and Otis, The (Koneko monogatari) (1986)","Adventures of Pinocchio, The (1996)","Adventures of Priscilla, Queen of the Desert, The (1994)","Adventures of Robin Hood, The (1938)","Adventures of Rocky and Bullwinkle, The (2000)","Adventures of Tintin, The (2011)",Aeon Flux (2005),"Affair to Remember, An (1957)","African Queen, The (1951)",After Hours (1985),After the Sunset (2004)
2010: The Year We Make Contact (1984),0.18732641050676913,0.030653174665656473,0.16411562264585877,-0.025078543500478008,0.011605853310825703,0.013950641876165756,0.0592625486327043,0.04778583794513743,-0.01963343307700736,0.10173290043528335,0.013701935108425775,0.01275043812500353,-0.030890035362229423,-0.014351983732635683,0.21793139061563643,0.11956248086138616,0.06575413828109195,-0.020163874463830053,-0.021304304895124745,0.3949967001079028,0.40520519233535623,-0.017009531572922655,0.26568822343964493,0.239493303450304,0.12055860759960978,0.4140244501426202,1.001642036124801,-0.028961801500085007,0.17069946369691993,-0.028648548255778172,0.12477652519605305,-0.013019089248445892,-0.029240806626935817,0.03560475611307346,0.20155862567066604,-0.02956567321314841,0.1871660944348613,0.0642410368897245,0.011942167893968557,0.07369477792881973,0.017359828231157146,-0.016096311845198722,0.10902892127459338,0.07189768815737518,0.04761906898910632,-0.003839233273392327,0.09945119239939088,0.09556306259944873,0.2079000169603039,-0.015845833868314202,0.12038852177011641,-0.021416352753104488,-0.029583696106708624,0.05781928596946844,0.10686547531162159,0.22584450891289756,0.2844271521460182,0.10183000101136383,0.1962727044506811,0.05324042646549067,0.1631082793716263,-0.006565737899690447,-0.027711207368190858,0.22112644848171364,0.03909804610174222,-0.015460831350897758,0.06945334537541512,0.14962322189412666,-0.025816412610552446,0.08901618730238421,0.04566147804790156,0.14426707140093628,0.08798726197914643,0.43319934342602656,-0.024454839259600774,0.11854163356664947,0.09938463651673052,0.05297935131220477,0.10133475978430179,0.030291111357998148,0.18436837069685608,0.08719689642325995,0.27424732285602665,0.007865581195834548,-0.030181047297601828,0.10485243179175356,0.08018010879117196,0.19351104371313355,0.4291780726613673,0.21601094954254194,-0.01599375347243537,0.09111880372040043,0.12630289934832342,-0.018077594656424306,-0.023310933796362975,0.03197998361715852,-0.01847568151112464,0.19182161689854899,0.04128599675338614,0.04984481713306385
2012 (2009),0.006387464051209711,0.2747220201911935,0.01500110032755369,0.20607700752787514,0.0642919555536499,0.1838039729791786,0.09037935252336379,0.11251873754288115,0.08394234101891358,0.23642445161814876,0.14911420983640886,0.1677457077492736,0.10371463823342511,0.26408044070161557,0.031550315192094905,0.23334482725467548,0.12386688329620264,0.31568807977965485,0.33161566305029966,0.06553500735177288,0.019720306191809655,0.2818717845451955,-0.017155379353806104,-0.004398042403580326,-0.01693328181719189,0.14765737706330542,-0.028961801500085007,1.0016420361247884,0.07036034491845128,0.297649385388146,0.1152173251319384,0.30572103234710774,0.373958964690802,0.14608702705510332,0.12407369069351394,0.07793494856756157,0.05876674867622735,0.1952090130578276,0.1951173751353534,0.06386912350426338,0.19590240769081158,0.27688122959820965,0.28672038727479043,0.1312109998635537,0.06910176539601551,0.2251909273061982,0.12852397674964958,0.18894443258977406,-0.024218153000453845,0.41174086418965034,0.14814222324525056,0.19836433552335794,0.15503417671759362,0.05177501961032977,0.10739330800170788,-0.01567000652719003,0.0427539250119976,0.118004528733074,0.025747788631939366,0.2126054963202289,0.058122549824771434,0.24432954218648567,0.5130238811542329,0.22823229135561354,0.2647425065986735,0.31829109514727955,0.03078330300474128,0.054481299116571895,0.2045157293330856,0.018575494065093217,0.2066982296053882,0.02497850335258641,0.09008479747524234,-0.004147693183116018,0.33306817422162416,-0.015662586881343442,-0.01577332053156705,0.08431456709352261,0.13041636584699015,0.11569066895047883,0.058044766391072374,-0.014283501541711234,0.0047106560236483165,0.013557843804032311,0.31744831350824076,0.2970745411902435,0.04098982398135622,0.09649926899489067,0.006044205688364515,0.049608095876277354,-0.016670891390311374,0.07666196707616864,0.04143054178067922,0.13267155083565038,0.34945272045622033,0.38175182647572686,0.08245048287451345,-0.0022583081595617276,0.07519717578343862,0.07474811674804233
2046 (2004),-0.017010514035549616,0.026536499280089713,-0.011482380507300856,0.09137189726964222,-0.032040706286414436,0.21142292998384057,0.016531043672547856,0.026736560452179176,-0.012661532705208601,0.07710481119960519,-0.01737312397050782,-0.018302168090531836,-0.019920876367870263,-0.00925554439219282,0.23251343857452725,0.04712230808893864,-0.012721384524296699,-0.01300361251066642,-0.013739072129328986,-0.016094852855568116,0.08947752852639368,-0.01840626080302416,-0.010614069721472923,0.07203075891425703,-0.010476657502834478,0.08918711869159261,0.17069946369691993,0.07036034491845128,1.0016420361248028,-0.01847534912893452,0.14643995682440558,0.10074964637580641,-0.018857294492587096,0.12612647608622032,0.16860842172435322,-0.019066799824131852,-0.021530763188083498,0.1197018978540293,-0.01971052277009232,-0.009139520379198053,-0.014248554533616748,-0.010380455525116204,0.07771247215918319,-0.010876108784486834,0.0958119994197579,0.042660785652005866,-0.0178983427204699,0.09417363400529456,0.10528107079508517,-0.010218923148999465,-0.014230656563256155,0.021873448298897803,-0.019078422725504227,-0.009321864105768275,-0.018689402940881398,-0.009695066392025331,0.17912206681958473,0.26016070538940494,0.054793307380425385,0.1457436834508674,0.11350527065670428,-0.014315701381979481,-0.017870861250652317,0.12470700270191103,-0.016809462630581366,-0.009970636364577404,-0.013003612510666512,-0.021228128988391125,-0.016648914701651037,0.0707214566292241,-0.010562485179773685,-0.013076675777050493,-0.014468252870334932,0.08285933122036286,0.07067523128924483,0.17467413275816485,0.1483097638228116,0.08637123747029019,0.09005227287786609,0.0685623960495603,0.21184720909957855,0.03531797434873278,0.20429913535688074,-0.013043535316128901,0.25460901568645916,0.08234642044446558,-0.018997644053555827,0.07898903227926281,-0.019581928540751845,-0.011380415042894314,-0.010314315987224749,0.11138992252768912,0.068803604021815,-0.011658177919065668,0.0922208420752782,0.06792308370807008,-0.011914902747094076,0.08702433018016559,-0.011566683382780149,0.09377260769869782
21 (2008),-0.027196491059854423,0.28551104703028346,0.05377352047417434,0.08303991231688361,0.1486509407556444,0.15116518068440585,0.16300965711622067,0.0680234596125643,0.1462317380302811,0.15201515105925523,0.2318943023632551,0.15373724070380484,0.16254031823001672,0.19592564271534252,-0.005562200824297228,0.17805040386694676,0.07156318445232111,0.1879677052720042,0.39322402291033914,0.029049897603556175,-0.023697623010982074,0.31844572042577984,-0.016969825349512597,0.023661738241842985,-0.016750130038253628,0.0860708917085762,-0.028648548255778172,0.297649385388146,-0.01847534912893452,1.0016420361247853,0.054335456154086366,0.22626986897286688,0.21117154268204893,-0.018355384692264404,0.04809559751305636,0.18656537151974747,0.11452087556553586,0.0867224142280515,0.1731181960981108,0.048772639663349424,0.07427217384203365,0.40522685867370795,0.28647716098741716,0.04877669927483003,0.05145942608612045,0.25902318307809985,0.20245101788833034,0.2548397295984183,0.07526981230068003,0.14328105207041555,0.06053344417332677,0.17822492885880578,0.20320379973653116,-0.0149038408412514,0.06655966932782954,-0.015500518438441921,0.02346302659287876,0.24731734228511632,0.02278774121587939,0.06192625524241097,0.03576387490151581,0.21162754709463558,0.2778972454406786,0.12955901523076296,0.16539767880428083,0.1141778980319876,-0.02079023777018542,0.05156843601330519,0.24960773771920386,0.021211051324920283,0.15422264993451223,-0.02090705166933409,0.07812374831721915,-0.05573502469965739,0.23877466738801836,-0.01549317904409947,-0.015602714989988761,0.12949970922670767,0.16540312047030858,0.15197309865268793,-0.047853449991863146,0.1117717821572235,0.15569398125364345,-0.02085406654217744,0.22578518890158256,0.34655598693458906,-0.005607810199284542,-0.02468835313097722,-0.0313076808484617,0.03661475421084624,-0.01649057764796745,0.05120241986539915,0.046195263182231994,0.0740043309578881,0.21127111142992827,0.2022526005963393,0.09025323563565321,0.0028745845236874206,-0.018492868619639148,0.05714679193097637
21 Grams (2003),0.03566763111759944,0.09418347109222175,-0.02145193475544031,-0.030215297710131688,0.09232044825341267,0.16973639574103933,0.06604732813713245,0.07785116377397673,0.028815949022008288,0.008826871763418431,0.07512322856654094,0.07023303106933877,0.08497155708483595,0.005954425816673967,0.15228663745081708,0.10272503743610666,0.12853224262450688,0.11874327089327141,0.06788927080252996,0.18050267693664365,0.2093115426378067,0.12612945786826382,-0.0198297148409215,-0.012319376023649988,-0.01957299473423648,0.15293957471470102,0.12477652519605305,0.1152173251319384,0.14643995682440558,0.054335456154086366,1.0016420361247846,0.07449478382432645,-0.0035992659623303867,0.15617311421074556,0.25795446135869843,0.004285048638162127,0.03728459051678351,0.12710236944034903,0.10111675305244691,-0.017074890937982104,0.09709901328404906,0.03885999049719648,0.14800124593091,0.11212866038581872,0.05322200781722132,0.0818531960478772,0.09819522908165154,0.11958539728493595,-0.027993497437074223,0.019060211155094667,0.10529518202466392,0.11376266311051626,0.13527832945108909,0.14998486414125728,0.10915166402623394,0.0564590093479935,0.18241348596860732,0.19125070414147716,0.1919188907249382,0.03960720661091392,0.2547817996227691,-0.02117477424772304,-0.019544419461363687,0.17848197207106012,0.18265613206399717,0.04801665545259943,0.10211103317917443,0.2793493769491986,0.05075416934619771,0.2918097881024814,-0.01973334212254506,0.046639995343603996,0.09475957836216507,0.10358285662718883,0.1086873883928264,0.17896958784520142,0.1858012831368563,0.0661203389303663,0.06985266974406813,0.0355998302321332,0.2954616979127504,0.022660182264816812,0.08368353288288218,0.02901800365745071,0.11727438559534971,0.13777611195944392,0.13321140127390438,0.1322202610695453,0.10048109853634155,-0.021261437977497216,-0.019269700517610854,0.2776918148738493,0.04136266640062723,0.07484526431907824,0.05102426224483817,0.22012761780573897,0.05742200363476174,0.15856306643319273,-0.021609433436426167,0.06453500449189457
21 Jump Street (2012),-0.01431669208015208,0.28501941241131473,0.08711127851309405,0.31047181599791374,0.2537706266627844,0.23137862782229027,0.0833658863308693,0.1319524097203987,0.05541430600813581,0.03225145973420636,0.08714455359813128,0.1844812554257977,0.07615787379328383,0.2177415570782165,0.072300295471861,0.14983521104757347,0.05097778346524798,0.042419071275379555,0.31665328474258586,0.019612185659495834,0.007040343911382611,0.13377045075262184,-0.020395662775617274,0.04810465284911233,-0.02013161577516003,0.1106653996852629,-0.013019089248445892,0.30572103234710774,0.10074964637580641,0.22626986897286688,0.07449478382432645,1.0016420361248008,0.5740906395782158,0.10380713216941109,0.10901924991733325,0.1545757093400065,0.02407022179704417,0.1971230378405149,0.20723809686345823,0.014416743742680775,0.1969694766742126,0.45109070135445495,0.31049182608271036,0.03918803116513979,0.040011814709459304,0.12562173864465317,0.15116522435193383,0.30163701800205417,-0.028792442968390165,0.3121513473866076,0.12182288222332144,0.11869261462905825,0.22132959217636758,0.03644902408534677,0.06431854546441453,-0.018629734862108005,-0.031245023593759958,0.261858459702743,0.027851080859722516,0.2703883815647983,0.0838142802496697,0.4475260723631398,0.25882879280304405,0.11360754069589687,0.12188697970779751,0.136519346745356,-0.02498733309578711,0.036486479015013534,0.24446832453212372,0.03843620471431577,0.18315844524969702,-0.02512772917208554,0.03943334480900491,0.04385750137445412,0.3072911410791715,-0.018620913804206548,-0.018752562667300493,0.05057879284311538,0.149883909075814,0.1832808020207716,-0.0002940220173497449,0.03508765114021059,0.12440406416386265,-0.0039348753405926435,0.28348484287658166,0.33282211365769426,0.10260340782729341,0.011677347428028244,-0.014635840482134706,0.021146962366650684,-0.019819665421172788,0.029623255968874197,-0.023241381804586535,0.008191771830695176,0.31760874421013174,0.15885075842627241,0.0653374043453608,-0.04862205403882661,0.022317975838852883,0.12189073439337267
22 Jump Street (2014),-0.027758730701196964,0.19451883225609357,0.052255807784008415,0.29291242423112585,0.12829346114473286,0.08380611650806384,0.04736936770211612,0.04043889479033628,0.07656677921737305,0.030919000027232767,0.08026810807217971,0.20022320981835062,-0.0007971051293898008,0.37775664135549736,-0.010766660532486842,0.1401093147841435,0.03351173781216541,0.15342425302773097,0.28715455079066754,0.035356060874105574,-0.024187529706409864,0.14710462957210418,-0.017320646655730274,0.022259146950429246,-0.01709640953013448,0.1308763424813194,-0.029240806626935817,0.373958964690802,-0.018857294492587096,0.21117154268204893,-0.0035992659623303867,0.5740906395782158,1.0016420361248093,-0.01873485000208582,0.12069751657097205,0.023318884944169026,-0.0054451849693507364,0.11076452050905129,0.1915126907723051,-0.014914392617063734,0.1764749523312581,0.5389231619746742,0.31907301237896085,0.13895016994362283,0.05895904172905252,0.18630683528856798,0.1027672717068656,0.2271857602702574,-0.024451459925437916,0.3741114846050707,0.16249381062937265,0.10671110502489115,0.27162643509987844,-0.015211951549753086,0.10832002535848437,-0.01582096440730873,-0.02653426953422908,0.12598565793749356,0.028635075294722038,0.15855944486630355,0.034422447954592206,0.5070833440774498,0.3745985102909369,0.12621862811684156,0.14935822112374847,0.34277097026222153,-0.021220039386931108,0.03488121582688492,0.31692923526278655,0.07034298303869234,0.26723987147687017,-0.02133926820808632,0.02782621684126155,0.027076595503960917,0.29562498185153574,-0.01581347328389089,-0.015925273692897687,0.02351848683658454,0.07050479286161529,0.059201501350967536,0.005093791824176731,0.009329110881060214,0.08405501647761926,-0.021285187706573342,0.24293931994964757,0.24983226095044717,-0.03100144323315346,0.06554978729113932,-0.03195491211122887,-0.01857121282657035,-0.016831491350471184,-0.01243644307536032,-0.019737321922649737,0.014132472484433459,0.3164953866595961,0.12934711736019072,-0.019443420463151773,-0.04129139743814235,0.09284958627097631,-0.017087822814576086
24 Hour Party People (2002),0.09764479740813983,0.12891651674869622,0.26694305651342864,-0.016068050267786856,0.1924163091814209,0.14643919377803546,0.07031112126092945,0.14946399683965772,-0.012579318635652448,0.0902692710284446,0.05898266783253651,0.058977229583561094,0.207249768783501,-0.009195446141202492,0.1474804287720118,0.08839821433405562,0.18781229790371756,0.2264205433841696,0.08485984233468366,0.05153811355991551,0.162468418041099,0.04931879704513764,-0.010545150271776585,-0.017545128610685454,-0.0104086303003853,0.16035022527965737,0.03560475611307346,0.14608702705510332,0.12612647608622032,-0.018355384692264404,0.15617311421074556,0.10380713216941109,-0.01873485000208582,1.0016420361247982,0.11254359125457268,-0.018942994970213203,-0.021390959287279753,0.22835966032823035,0.06901872031954169,0.14157809635251456,0.14867881949185402,-0.01031305298290933,0.12934901007796804,0.07245363964065049,-0.014216687301377094,0.040918763549992146,0.07863650794051351,0.15914937998331247,-0.014886529608452125,-0.01015256947143757,0.15616506702353974,0.10285892483623599,0.06147864622423516,0.26191056020649245,0.07851631982188637,-0.009632114229655792,0.09449015187725403,0.17754298415267533,0.019201102857740078,0.10621546071260422,0.09449602872472727,0.015104156075920078,-0.017754821884479428,0.22177472964204345,0.08517160729124607,-0.009905894866791814,0.09215679766650754,0.09430555198634939,0.06554646283966571,0.18452743945973246,0.10589299776748134,0.22605673003152538,0.1335912191765741,0.19084902343406515,0.16616186682432113,-0.009627553486415896,-0.009695619773827449,0.11202240857722952,0.12823326276557076,0.0679112246954667,0.3540354039113048,0.1309878701715731,0.18847448247165147,0.11000615985845927,0.1935181002848722,0.27946840062468165,0.20619805125632612,0.33225282503676323,0.11435231753142981,0.23902819843012185,-0.010247342903338221,0.20512925915187893,-0.012016469695022285,0.11559313891385087,0.12389375004783933,0.22274466734780018,-0.011837536707293726,0.1020830211802204,0.268902934714556,-0.010403402539106871
25th Hour (2002),0.09943405900586298,0.08658875529498893,0.11127476829300056,0.09244253264230085,0.13015425157820557,0.007855778476373115,0.02448924329537883,0.15926955029504766,0.023060253307430507,0.09883475801712362,0.04517626474952686,0.08346098866210565,0.09078709980866784,0.2109652858149389,0.290112479360508,0.20315072707833934,0.33351116864076163,0.15661293008303773,0.04525071122693686,0.24224825514031295,0.1643800343220439,0.14668609595441895,-0.0189280398545486,0.04942620875683192,-0.0186829930422379,0.24331309796669914,0.20155862567066604,0.12407369069351394,0.16860842172435322,0.04809559751305636,0.25795446135869843,0.10901924991733325,0.12069751657097205,0.11254359125457268,1.001642036124805,-0.034001769014174704,0.0514766013976316,0.22148171994724397,0.1261706706549845,0.13195018172628284,0.21697871561292573,0.10259333760834817,0.205479037224258,0.2643165345442516,0.12454430591680625,0.16197273171014712,0.18249535402762915,0.16979541049321514,-0.0267206079062568,0.05999754422826276,0.322467649101322,0.18557357400347502,0.12615545055258415,0.2593880106039543,0.38019928874543507,0.06213503897734728,0.09586402147533202,0.30093429443559894,0.11348566822461775,0.0818532520133758,0.17966062556835088,0.1509770759859167,0.11756285273951131,0.32852784134888746,0.21121590470714235,0.07331148921588332,0.10081223655960156,0.3728927227244649,0.12833293041233224,0.2608604894887728,0.22221269337743357,0.09258846352306432,0.12116732838678113,0.16118023367290657,0.1117657777395957,0.17677517488562314,0.18632500270186886,0.10614495329840623,0.08741562472856691,0.09076385595338997,0.35900593261098984,0.052266586677120204,0.1958602252200721,0.05914273666292177,0.1404979390002196,0.17441188855845385,0.25573951963023467,0.4085826574816003,0.17317915105475618,0.18047259907675914,-0.018393489886695934,0.18282197032841743,0.046552001721664765,0.23622478029942687,0.11833835670040536,0.24608274417517734,0.007968677734105856,0.10206396361784645,0.16058623965666619,0.056565593101122184
27 Dresses (2008),-0.02806713136180614,0.20584882244488192,-0.01894578149555857,-0.026685351916531895,0.2953209453407301,0.1887797254041539,0.14567618954981598,0.06476591017224281,0.18571159647540494,0.021934360773075263,0.09009991939840412,0.018341813736163077,0.4726934722650054,-0.008855804752842833,-0.0007318421312403481,0.061428837119701735,-0.02099012233265217,0.0556622558270111,0.3270212546023062,-0.026556302084822618,-0.02445625417440724,0.17093520675186716,-0.01751307976545366,0.06215302753771912,-0.017286351356001588,-0.03215325895365932,-0.02956567321314841,0.07793494856756157,-0.019066799824131852,0.18656537151974747,0.004285048638162127,0.1545757093400065,0.023318884944169026,-0.018942994970213203,-0.034001769014174704,1.0016420361248004,0.13163024002185883,0.06286348922280412,0.0869149020700048,-0.01508009214364507,0.07582207952990894,-0.017127619318848476,0.1633173833546831,-0.01794544087977189,-0.023610661990839776,0.10183977590441885,0.09177801514699473,0.18706608363706023,-0.024723116669221917,-0.016861092956965574,0.020472172481160265,0.3246332855121184,0.03598605127800867,-0.015380956968538195,-0.03083727665837674,-0.015996735984446373,0.018848809793280952,0.14251257582292814,-0.029755240218706108,0.0419453331203622,0.12861968595111647,0.027113930612952832,0.0316412010535757,0.03368941736897049,0.15384041448558647,-0.016451422927052844,-0.021455794913202358,-0.035026142281025296,0.02739642408039515,0.1126813497946487,-0.01742796592908838,-0.021576348371553828,-0.02387243283999903,0.011554000482434663,0.2042163861801656,-0.01598916163433364,0.0965209108746906,0.018645100090017633,0.04150144864517257,0.303736970588587,-0.009148189328358158,0.036700918634267284,0.07325521341475395,0.0816180840694419,0.014751285794839114,0.09979905440272516,0.12657975324057344,-0.025478700502531114,-0.032309932523037044,-0.018777539778824726,-0.01701848992426762,0.0014941126469976054,0.13278890226048407,-0.019235844984454718,-0.024804489616674363,0.18883087092402273,0.2889436160234164,0.00969952900644037,-0.01908488016566991,0.27610178134192637
28 Days (2000),0.1071768705825875,0.048749563572024264,0.012994312021491088,-0.008502017494438373,0.13262086522354724,0.019514263780152568,0.20707673607266183,0.15173702997705923,0.1961923000901963,0.0814414473204945,0.033655129692845065,-0.03410081404762925,0.08576652361315622,0.036849591560217096,0.09608095746337776,0.06959530405753898,0.13840900980877116,0.13501057138790012,0.03838181179839893,0.06915092345861196,0.0059497965348320175,0.09889529892386341,0.32837721965188427,0.15884136997314788,0.25394979976520393,0.1385322644783046,0.1871660944348613,0.05876674867622735,-0.021530763188083498,0.11452087556553586,0.03728459051678351,0.02407022179704417,-0.0054451849693507364,-0.021390959287279753,0.0514766013976316,0.13163024002185883,1.001642036124783,0.042016125628736675,0.13321335572622464,0.058517360309392134,0.10524989592019375,0.02534841395542666,0.12069514514253442,0.16900005682635924,0.04421849572271749,0.09053061570003897,0.2520405592609864,0.05962944186686504,0.04089005014481204,0.011399060349085229,0.07523184835894917,0.15422844318721038,-0.002216817738555623,0.0468426052303118,0.16403043735411083,-0.018063961306579192,0.016863396960174946,0.0378481065187569,0.13397914793714397,0.008038810000713291,0.23028315490633292,0.012215247499245548,0.08519971247223958,0.11052931857272101,0.29192070293162076,0.034594290712337585,0.07529592591603185,0.07565459572732922,-0.031020452960955465,0.09392907256852277,0.015595928496572443,0.12920629451873403,0.09138973244096953,0.24035982712849316,0.10177041412892539,-0.018055408138764707,0.09627639298475447,0.1989266400554717,0.16612492837719953,0.0710897618332825,0.10894163167318219,0.13429121741120675,0.24908262263334438,0.21362520869134938,0.04034666951136244,0.03743337675613014,0.1918870105354385,0.025497350935835893,0.11922086091222238,0.18929022631804357,-0.019217754408604588,0.0524558729332405,0.03994939362149551,0.249305343684117,0.0656798335064401,0.05914220464925617,0.25137560374926815,0.09551844478147695,-0.02155118001500811,0.06436103487700658
28 Days Later (2002),0.11731110863242832,0.14941162437754188,0.10472210444283463,0.2286162263844771,0.09247101252654909,0.20712951132144156,0.07157193410668072,0.16104101319284395,0.025969183313302606,0.14025084493969342,0.08339754588049472,0.2400789222003339,0.05800398673062321,0.1284465273682641,0.25122537662183797,0.4351654351717842,0.1357493479740467,0.21309210605165,0.10246063196517934,0.09711589098069737,0.06103053765240821,0.24161829533239568,-0.03138169614160046,0.0016528384621780539,-0.030975421394532344,0.31670162097711807,0.0642410368897245,0.1952090130578276,0.1197018978540293,0.0867224142280515,0.12710236944034903,0.1971230378405149,0.11076452050905129,0.22835966032823035,0.22148171994724397,0.06286348922280412,0.042016125628736675,1.0016420361247915,0.4937632682588361,0.09883847637848645,0.3257796066434125,0.10890807429946227,0.35574295775350484,0.059661419707884134,0.18665347800752108,0.3262115294223731,0.1869726494036724,0.3183822285220775,0.038743673675245255,0.034616901515528056,0.18061935347308344,0.17282961645249242,0.17237727084366816,0.1256094665995527,0.18172033417206188,0.02564322063283219,0.0490190635424249,0.2855741022885879,0.04984650122792919,0.2575052909961536,0.04172195794231987,0.14699070495320699,0.14514569767399102,0.38367650992480823,0.36337058337308736,0.11396701066448718,0.04068913887949219,0.12095138798238482,0.1516981574645783,0.19039592643345987,0.18915896314347846,0.10391116497538759,0.04212748134212377,0.12539430078685967,0.051939666967264,0.11246323600163036,0.045441334638380536,0.07198716210216263,0.09836339031349352,0.10278643896112587,0.22085849566587146,0.02195603873273753,0.1731119082686821,0.008684567669197474,0.2911225471229686,0.16803230889945003,0.214299919588222,0.1873607320808673,0.10354793452419235,0.14691679820668238,-0.03049544036485012,0.07032613313206891,0.04039269461683836,0.09779845060051817,0.2580195124527671,0.1804570094710857,0.038022396622935564,0.0315128048582555,0.1246086722607378,0.09289208625103276
28 Weeks Later (2007),-0.029014718615646945,0.15740310398777216,-0.01958541868640004,0.23208275335549866,0.10122580043797934,0.190143721905036,0.1486800580030617,0.10032498208455372,0.11799516391005407,0.19892675984125127,0.16644409164496904,0.27492352259271596,0.06436075281308443,0.1967988151543375,0.1788211171510629,0.5385000262906062,0.06011472010744456,0.23335153186875252,0.060568091005541384,0.08451585653128042,-0.025281932952677208,0.3593411081561779,-0.01810434685817209,0.007002252780114059,-0.017869963767231153,0.16443361166117298,0.011942167893968557,0.1951173751353534,-0.01971052277009232,0.1731181960981108,0.10111675305244691,0.20723809686345823,0.1915126907723051,0.06901872031954169,0.1261706706549845,0.0869149020700048,0.13321335572622464,0.4937632682588361,1.001642036124785,0.10532529955706695,0.4834290581326743,0.20134567330409964,0.3334762487158042,0.0603353879457356,0.12626342224892348,0.34398829723382063,0.20699421474381177,0.2108304606406382,0.04327336980702042,0.08533601387628438,0.1097795189828165,0.14047815400753935,0.26467379193062174,-0.015900240488730573,0.2624764533911058,-0.016536809101521156,-0.027734854755955853,0.2638985692283543,0.018475878680889134,0.16360198251939476,0.03850776291250964,0.11034764719764281,0.26413321975306747,0.2197631997834529,0.3815467936956973,0.22899477796352552,-0.022180173814583044,-0.029116629393440178,0.17284844011800302,0.08621363400291121,0.16283419240612423,-0.022304797333357426,-0.02467840095928238,0.14061883185184465,0.04731327019164945,-0.016528979030311357,-0.016645838026616504,0.07035748237662805,0.11589697686198223,0.04668751726739627,0.07621348120286353,0.06386263057873805,0.08329280778782674,-0.022248269873550906,0.29855974880636016,0.011643637626434434,0.08570489399119399,0.05183412649192193,0.020933559626139193,0.08514491017396295,-0.017593058943237587,0.020650705693459562,-0.02063036844070929,0.12471096396600104,0.280185137430158,0.14014398448288173,0.07350565266451166,-0.02766158356344161,0.1607254197845102,0.13315830461605044
